ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS07210,ACIAD1572,,1563341,1564894,+,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3); Acyl-CoA synthetase,Fatty acid degradation; Biotin biosynthesis; Fatty acid metabolism cluster; Biotin synthesis & utilization,Fatty acids; Biotin; Fatty acids; Biotin,"Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups; Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS07215,ACIAD1574,,1565351,1566217,+,,,,,
ACIAD_RS07220,ACIAD1575,,1566263,1567483,+,Cytochrome P-450; Putative cytochrome P450 hydroxylase,,,,
ACIAD_RS07225,ACIAD1576,,1567494,1568339,+,Transcriptional regulator,,,,
ACIAD_RS07230,ACIAD1577,,1568499,1569962,+,Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate; Glycerolipid and Glycerophospholipid Metabolism in Bacteria",Central Metabolism; Central Metabolism; Phospholipids,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Fatty Acids, Lipids, and Isoprenoids",Energy; Energy; Metabolism
ACIAD_RS07235,ACIAD1578,,1569992,1571107,+,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),Glutathione-dependent pathway of formaldehyde detoxification,,Metabolite damage and its repair or mitigation,Metabolism
ACIAD_RS07240,ACIAD1579,,1571127,1571441,+,"Ferredoxin, 2Fe-2S; 2Fe-2S iron-sulfur cluster binding domain-containing protein",Fe-S cluster assembly,Fe-S clusters,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS07245,ACIAD1580,,1571442,1572683,+,Ferredoxin reductase,,,,
ACIAD_RS07250,ACIAD1581,,1572742,1573359,-,"Transcriptional regulator, AcrR family; TetR family transcriptional regulator",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS07255,ACIAD1582,sufS,1573644,1575596,-,Cysteine desulfurase (EC 2.8.1.7),Chlorophyll a synthase and phytol kinase cluster; Fe-S cluster assembly,Tetrapyrroles; Fe-S clusters,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS07260,ACIAD1583,,1575571,1576503,-,hypothetical protein; cAMP-binding protein,,,,
ACIAD_RS07265,ACIAD1584,,1576758,1577684,-,Serine acetyltransferase (EC 2.3.1.30),Cysteine synthesis,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
ACIAD_RS07270,ACIAD1585,,1577735,1578229,-,rhodanese-related sulfurtransferase (EC 3.1.2.6 ),Cysteine dioxygenase containing cluster 1,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
ACIAD_RS07275,ACIAD1586,,1578607,1580232,+,Alkanesulfonates transport system permease protein,,,,
ACIAD_RS07280,ACIAD1587,,1580242,1581057,+,"ABC transporter, ATP-binding protein","ABC transporters, broad classes",ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS07285,ACIAD1588,,1581070,1581915,+,Putative TonB-dependent receptor,Type I secretion systems disambiguation,"Protein secretion system, Type I",Membrane Transport,Membrane Transport
ACIAD_RS07290,ACIAD1589,,1581952,1582686,+,MotA/TolQ/ExbB proton channel family protein; TonB-dependent receptor,Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS07295,ACIAD1590,,1582686,1583093,+,Biopolymer transport protein ExbD/TolR,,,,
ACIAD_RS07300,ACIAD1591,,1583250,1584047,+,"Transcriptional regulator, Crp/Fnr family",,,,
ACIAD_RS07305,ACIAD1592,,1584167,1585075,+,"Dioxygenase, TauD/TfdA family",,,,
ACIAD_RS07310,ACIAD1593,,1585126,1586193,+,ABC transporter substrate-binding protein; Alkanesulfonates-binding protein,"ABC transporters, broad classes",ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS07315,ACIAD1594,,1586322,1588517,+,TonB-dependent receptor,Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS07320,ACIAD1595,,1588581,1589909,+,,,,,
ACIAD_RS07325,ACIAD1596,mgrA,1589921,1590919,+,L-glyceraldehyde 3-phosphate reductase,,,,
ACIAD_RS07330,ACIAD1597,,1590986,1593463,-,"TonB-dependent receptor; Outer membrane receptor proteins, mostly Fe transport",Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS07335,ACIAD1598,,1593688,1595352,-,Arylsulfatase (EC 3.1.6.1),Gram-negative cluster,Gram-Negative (Diderm) cell wall components,"Cell Envelope, Capsule and Slime layer",Cell Envelope
ACIAD_RS07340,ACIAD1599,,1595470,1596291,-,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,Cyclic AMP,,Regulation and Cell signaling,Regulation And Cell Signaling
ACIAD_RS07345,ACIAD1600,,1596513,1597466,+,"Dioxygenase, TauD/TfdA family",,,,
ACIAD_RS07350,ACIAD1601,,1597540,1598643,+,ABC transporter substrate-binding protein; Alkanesulfonates-binding protein,"ABC transporters, broad classes",ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS07355,ACIAD1602,,1598767,1599651,-,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS07360,ACIAD1604,,1599812,1601329,+,Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27),"Uridine to beta-Alanine and Thymine to 3-aminoisobutanoate module; Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]",Pyrimidines; Branched-chain amino acids,Nucleosides and Nucleotides; Amino Acids and Derivatives,Metabolism; Metabolism
ACIAD_RS07365,ACIAD1605,mmsB,1601344,1602237,+,3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31),"Uridine to beta-Alanine and Thymine to 3-aminoisobutanoate module; Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]",Pyrimidines; Branched-chain amino acids,Nucleosides and Nucleotides; Amino Acids and Derivatives,Metabolism; Metabolism
ACIAD_RS07370,ACIAD1606,,1602316,1603959,+,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases,,,,
ACIAD_RS07375,ACIAD1607,,1604041,1605168,+,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2); Acyl-CoA dehydrogenase family protein",Fatty acid degradation,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07380,ACIAD1608,,1605221,1605994,+,Enoyl-CoA hydratase (EC 4.2.1.17),Lysine fermentation; NADH-dependent reduced ferredoxin:NADP+ oxidoreductase; Fatty acid degradation; Fatty acid metabolism cluster,"Lysine, threonine, methionine, and cysteine; ; Fatty acids; Fatty acids","Amino Acids and Derivatives; Respiration; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Energy; Metabolism; Metabolism
ACIAD_RS07385,ACIAD1609,,1606007,1607035,+,3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4); Enoyl-CoA hydratase/isomerase family protein,"Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]",Branched-chain amino acids,Amino Acids and Derivatives,Metabolism
ACIAD_RS07390,ACIAD1610,,1607107,1608150,-,"Transcriptional regulator, AraC family",,,,
ACIAD_RS07395,ACIAD1611,,1608592,1610235,+,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases,,,,
ACIAD_RS07400,ACIAD1612,,1610288,1611469,+,3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16); Acetyl-CoA C-acyltransferase (EC 2.3.1.16),,,,
ACIAD_RS07405,ACIAD1613,,1611486,1612613,+,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2); Acyl-CoA dehydrogenase family protein",Fatty acid degradation,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07410,ACIAD1614,,1612689,1613897,-,GTP-binding protein; Zinc-binding GTPase YciC,,,,
ACIAD_RS07415,ACIAD1615,nthB,1613938,1614582,-,Cobalt-containing nitrile hydratase subunit beta (EC 4.2.1.84),Thiocyanate hydrolase,,Miscellaneous,Miscellaneous
ACIAD_RS07420,ACIAD1616,nthA,1614625,1615224,-,Cobalt-containing nitrile hydratase subunit alpha (EC 4.2.1.84),Thiocyanate hydrolase,,Miscellaneous,Miscellaneous
ACIAD_RS07425,ACIAD1618,,1615309,1616823,-,Amidase clustered with urea ABC transporter and nitrile hydratase functions; Amidase,Amidase clustered with urea and nitrile hydratase functions,,Nitrogen Metabolism,Metabolism
ACIAD_RS07430,ACIAD1619,,1616961,1617839,-,QbdB,,,,
ACIAD_RS07435,ACIAD1620,,1617924,1618973,-,Aldoxime dehydratase,,,,
ACIAD_RS07440,ACIAD1622,,1619391,1620350,+,,,,,
ACIAD_RS07445,ACIAD1624,,1620783,1621742,-,Transcriptional activator of acetoin dehydrogenase operon AcoR,"Acetoin, butanediol metabolism",Fermentation,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS07450,ACIAD1625,,1621989,1622762,+,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Possible new toxin-antitoxin system including DivIC; Sporulation Cluster,Programmed Cell Death and Toxin-antitoxin Systems; Sporulation,"Cell Cycle, Cell Division and Death; Prokaryotic cell type differentiation",Cellular Processes; Cellular Processes
ACIAD_RS07455,ACIAD1626,,1622967,1623527,+,Lipocalin family protein; Outer membrane lipoprotein Blc,,,,
ACIAD_RS07460,ACIAD1627,,1623653,1624624,+,,,,,
ACIAD_RS07465,ACIAD1628,,1624639,1625898,+,"Amine oxidase, flavin-containing",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07470,ACIAD1629,,1625914,1626699,+,Hypothetical protein COG3496,Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07475,ACIAD1630,,1626703,1627902,+,"Cyclopropane-fatty-acyl-phospholipid synthase , plant type (EC 2.1.1.79)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07480,ACIAD1631,,1627936,1628715,+,FIG005069: Hypothetical protein,Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07485,ACIAD1632,,1628729,1629784,+,"Cyclopropane-fatty-acyl-phospholipid synthase-like protein, clusters with FIG005069",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07490,ACIAD1633,,1629827,1631155,+,Two-component system sensor histidine kinase,,,,
ACIAD_RS07495,ACIAD1634,,1631169,1631855,-,"Two-component transcriptional response regulator, OmpR family",,,,
ACIAD_RS07500,ACIAD1635,,1631875,1632375,-,FIG146484: Hypothetical protein,,,,
ACIAD_RS07505,ACIAD1636,,1632348,1632917,-,FIG002994: Putative transcriptional regulator,,,,
ACIAD_RS07510,ACIAD1637,,1633010,1633558,-,"N-acetyltransferase; Acetyltransferase, GNAT family",,,,
ACIAD_RS07515,ACIAD1638,,1633616,1634185,-,"Transcriptional regulator, Xre-family with cupin domain; helix-turn-helix domain-containing protein",,,,
ACIAD_RS07520,ACIAD1639,,1635016,1637166,+,,,,,
ACIAD_RS07525,ACIAD1640,,1637223,1638068,+,Outer membrane protein A precursor; OmpA family protein,Outer membrane; Osmoregulation,Gram-Negative (Diderm) cell wall components; Stress Response: Osmotic stress,"Cell Envelope, Capsule and Slime layer; Stress Response, Defense and Virulence","Cell Envelope; Stress Response, Defense, Virulence"
ACIAD_RS07530,ACIAD1641,,1638305,1638538,+,hypothetical protein,,,,
ACIAD_RS07535,ACIAD1642,,1638583,1639383,-,Undecaprenyl-diphosphatase (EC 3.6.1.27),Gram-negative cluster; Undecaprenyl-diphosphatases,Gram-Negative (Diderm) cell wall components; Peptidoglycan (Bacteria) or other polymers (Archaea),"Cell Envelope, Capsule and Slime layer; Cell Envelope, Capsule and Slime layer",Cell Envelope; Cell Envelope
ACIAD_RS07540,ACIAD1643,,1639714,1639935,-,hypothetical protein,,,,
ACIAD_RS07545,ACIAD1644,,1640135,1640362,-,hypothetical protein,,,,
ACIAD_RS07550,ACIAD1645,trmA,1640614,1641699,-,,,,,
ACIAD_RS07555,ACIAD1646,putA,1642037,1645807,-,,,,,
ACIAD_RS07560,ACIAD1648,,1645929,1646432,+,"Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system",Branched-Chain Amino Acid Biosynthesis,Branched-chain amino acids,Amino Acids and Derivatives,Metabolism
ACIAD_RS07565,ACIAD1649,putP,1646466,1647959,-,,,,,
ACIAD_RS07570,ACIAD1650,,1648340,1649041,-,NAD-dependent protein deacetylase of SIR2 family,"Post-translational modification of proteins; Lipoylation-related cluster; NAD consumption; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate",Acetylation_deacetylation; Lipoic acid; NAD and NADP; Central Metabolism,"Regulation and Cell signaling; Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Regulation And Cell Signaling; Metabolism; Metabolism; Energy
ACIAD_RS07575,ACIAD1651,,1649163,1650449,-,dicarboxylic acid transporter PcaT,,,,
ACIAD_RS07580,ACIAD1652,,1650775,1651692,-,"Hydrolase, alpha/beta fold family",,,,
ACIAD_RS07585,ACIAD1653,,1651702,1652244,-,"Transcriptional regulator, PadR family",,,,
ACIAD_RS07590,ACIAD1654,,1652368,1654392,+,"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)",Fatty acid degradation,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07595,ACIAD1655,,1654514,1655605,+,"Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase",,,,
ACIAD_RS07600,ACIAD1656,,1655794,1656693,-,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS07605,ACIAD1657,,1656800,1657237,-,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)","Stringent Response, (p)ppGpp metabolism",,Regulation and Cell signaling,Regulation And Cell Signaling
ACIAD_RS07610,ACIAD1658,,1657407,1657733,+,hypothetical protein,,,,
ACIAD_RS07615,ACIAD1659,,1657741,1658688,-,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS07620,ACIAD1660,,1658940,1660166,+,Acyl-CoA dehydrogenase; Glutaryl-CoA dehydrogenase (EC 1.3.8.6),,,,
ACIAD_RS07625,,,1660691,1662231,,,,,,
ACIAD_RS07630,,,1662291,1662367,,,,,,
ACIAD_RS07635,,,1662404,1662479,,,,,,
ACIAD_RS07640,,,1662816,1665730,,,,,,
ACIAD_RS07645,,,1665907,1666021,,,,,,
ACIAD_RS07650,ACIAD1661,,1666354,1666896,+,"Acetyltransferase, GNAT family",,,,
ACIAD_RS07655,ACIAD1662,cysK,1667038,1667964,+,Cysteine synthase (EC 2.5.1.47),Cysteine synthesis,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
ACIAD_RS07660,ACIAD1663,,1668063,1668653,-,Lytic transglycosylase,,,,
ACIAD_RS07665,ACIAD1664,,1668824,1669765,-,Phosphatidate cytidylyltransferase (EC 2.7.7.41),Phosphatidylcholine synthesis; Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Phospholipids; Phospholipids,"Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Metabolism
ACIAD_RS07670,ACIAD1665,,1669762,1670448,-,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51); 1-acyl-sn-glycerol-3-phosphate acyltransferase,FtsEX cell-division-associated signaling system; Glycerolipid and Glycerophospholipid Metabolism in Bacteria; Glycerophospholipids,Phospholipids; Phospholipids,"Cell Cycle, Cell Division and Death; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Cellular Processes; Metabolism; Metabolism
ACIAD_RS07675,ACIAD1666,,1670462,1670902,-,hypothetical protein,,,,
ACIAD_RS07680,ACIAD1667,,1670899,1672263,-,Ser/Thr and Tyr protein phosphatase (dual specificity),,,,
ACIAD_RS07685,ACIAD1668,,1672279,1674024,-,Putative lipase in cluster with Phosphatidate cytidylyltransferase,,,,
ACIAD_RS07690,ACIAD1669,,1674047,1674688,-,CDP-alcohol phosphatidyltransferase family protein,,,,
ACIAD_RS07695,ACIAD1670,ybaK,1674836,1675303,+,Cys-tRNA(Pro) deacylase YbaK,"tRNA aminoacylation, Pro",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS07700,ACIAD1671,,1675455,1677020,+,,,,,
ACIAD_RS07705,ACIAD1672,,1677269,1679410,+,CbbY family protein; HAD family hydrolase,,,,
ACIAD_RS07710,ACIAD1673,,1679602,1680294,-,CidA-associated membrane protein CidB,Murein hydrolase regulation and cell death,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS07715,ACIAD1674,,1680291,1680719,-,Holin-like protein CidA,Murein hydrolase regulation and cell death,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS07720,ACIAD1675,,1680830,1681729,+,"Transcriptional regulator CidR, LysR family",,,,
ACIAD_RS07725,ACIAD1676,,1681798,1682217,+,YeeE/YedE family protein,,,,
ACIAD_RS07730,ACIAD1677,,1682214,1682624,+,YeeE/YedE family protein,,,,
ACIAD_RS07735,ACIAD1678,,1682629,1683507,+,MBL-fold metallo-hydrolase superfamily,,,,
ACIAD_RS07740,ACIAD1679,,1683512,1683871,+,Protein of unknown function DUF202,,,,
ACIAD_RS07745,ACIAD1680,,1684094,1685806,-,Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1),FixABCX,,Miscellaneous,Miscellaneous
ACIAD_RS07750,ACIAD1681,,1685937,1687178,-,Sialic acid transporter (permease) NanT,N-acetylneuraminate utilization,Amino sugars and nucleotide sugars ,Carbohydrates,Metabolism
ACIAD_RS07755,ACIAD1683,,1687510,1688727,+,L-carnitine dehydratase/bile acid-inducible protein F,,,,
ACIAD_RS07760,ACIAD1684,,1688853,1689698,+,IclR-family transcriptional regulator; Transcriptional regulator IclR family,,,,
ACIAD_RS07765,ACIAD1685,,1689742,1690941,-,Uncharacterized MFS-type transporter,,,,
ACIAD_RS07770,ACIAD1687,,1691122,1692345,+,CAIB/BAIF family protein,,,,
ACIAD_RS07775,ACIAD1688,,1692380,1693225,-,IclR-family transcriptional regulator; Transcriptional regulator IclR family,,,,
ACIAD_RS07780,ACIAD1689,,1693338,1694543,-,3-oxoadipyl-CoA thiolase (EC 2.3.1.174),Phenylacetyl-CoA catabolic pathway (core),Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07785,ACIAD1690,,1694564,1696081,-,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),Lysine fermentation; Fatty acid degradation; Fatty acid metabolism cluster,"Lysine, threonine, methionine, and cysteine; Fatty acids; Fatty acids","Amino Acids and Derivatives; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Metabolism; Metabolism
ACIAD_RS07790,ACIAD1691,,1696130,1696891,-,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07795,ACIAD1692,,1696924,1697709,-,Enoyl-CoA hydratase/isomerase family protein,,,,
ACIAD_RS07800,ACIAD1693,,1698028,1699182,+,Acyl-CoA dehydrogenase; Acyl-CoA dehydrogenase family protein,,,,
ACIAD_RS07805,ACIAD1694,,1699220,1700527,+,Sialic acid transporter (permease) NanT,N-acetylneuraminate utilization,Amino sugars and nucleotide sugars ,Carbohydrates,Metabolism
ACIAD_RS07810,ACIAD1695,,1700817,1701488,+,3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6),Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits,Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07815,ACIAD1696,,1701485,1702159,+,"3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6); 3-oxoacid CoA-transferase, subunit B",Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits,Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07820,ACIAD1697,,1702244,1703560,+,DcaP,,,,
ACIAD_RS07825,ACIAD1698,,1703579,1704781,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS07830,ACIAD1699,,1704819,1705241,-,,,,,
ACIAD_RS07835,ACIAD1700,,1705546,1707348,+,Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8),Fatty acid catabolic operon fadN-fadA-fadE (yusJKL),Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07840,ACIAD1701,,1707459,1707704,+,Enoyl-CoA hydratase (EC 4.2.1.17); hypothetical protein,Lysine fermentation; NADH-dependent reduced ferredoxin:NADP+ oxidoreductase; Fatty acid degradation; Fatty acid metabolism cluster,"Lysine, threonine, methionine, and cysteine; ; Fatty acids; Fatty acids","Amino Acids and Derivatives; Respiration; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Energy; Metabolism; Metabolism
ACIAD_RS07845,ACIAD1702,pcaU,1708109,1708933,-,Pca regulon regulatory protein PcaR,,,,
ACIAD_RS07850,ACIAD1704,,1709228,1709914,+,3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6),Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits,Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07855,ACIAD1705,,1709925,1710578,+,3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6),Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits,Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07860,ACIAD1706,pcaF,1710591,1711796,+,3-oxoadipyl-CoA thiolase (EC 2.3.1.174),Phenylacetyl-CoA catabolic pathway (core),Metabolism of Aromatic Compounds,Secondary Metabolism,Metabolism
ACIAD_RS07865,ACIAD1707,pcaB,1711808,1713163,+,"3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)",,,,
ACIAD_RS07870,ACIAD1708,pcaD,1713160,1713960,+,Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24); 3-oxoadipate enol-lactonase,,,,
ACIAD_RS07875,ACIAD1709,,1714001,1715356,+,4-hydroxybenzoate transporter,,,,
ACIAD_RS07880,ACIAD1710,pcaC,1715372,1715776,+,4-carboxymuconolactone decarboxylase (EC 4.1.1.44),,,,
ACIAD_RS07885,ACIAD1711,pcaH,1715798,1716523,+,"Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)",,,,
ACIAD_RS07890,ACIAD1712,pcaG,1716541,1717170,+,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)",,,,
ACIAD_RS07895,ACIAD1713,,1717240,1718112,+,3-dehydroquinate dehydratase I (EC 4.2.1.10),Chorismate Synthesis,Aromatic amino acids and derivatives,Amino Acids and Derivatives,Metabolism
ACIAD_RS07900,ACIAD1714,,1718132,1719592,+,3-dehydroshikimate dehydratase (EC 4.2.1.118),"Heme, hemin uptake and utilization systems in GramPositives; Siderophore Anthrachelin",Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS07905,ACIAD1715,,1719660,1720979,+,Carbohydrate-selective porin OprB,Outer membrane porins in Pseudomonas and Acinetobacter,Gram-Negative (Diderm) cell wall components,"Cell Envelope, Capsule and Slime layer",Cell Envelope
ACIAD_RS07910,ACIAD1716,,1721154,1723583,+,Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone] (EC 1.1.5.8),Chorismate Synthesis,Aromatic amino acids and derivatives,Amino Acids and Derivatives,Metabolism
ACIAD_RS07915,ACIAD1717,,1723656,1724834,-,Tetratricopeptide repeat family protein,,,,
ACIAD_RS07920,ACIAD1718,,1725001,1725816,-,IclR-family transcriptional regulator; Pca regulon regulatory protein PcaR,,,,
ACIAD_RS07925,ACIAD1719,pobA,1725951,1727165,+,P-hydroxybenzoate hydroxylase (EC 1.14.13.2); 4-hydroxybenzoate 3-monooxygenase( EC:1.14.13.2 ),,,,
ACIAD_RS07930,ACIAD1720,,1727213,1728955,-,Chlorogenate esterase,,,,
ACIAD_RS07935,ACIAD1721,,1728978,1729367,-,,,,,
ACIAD_RS07940,ACIAD1722,,1729419,1730639,-,,,,,
ACIAD_RS07945,ACIAD1723,,1730745,1731884,-,Acyl-CoA dehydrogenase; Acyl-CoA dehydrogenase family protein,,,,
ACIAD_RS07950,ACIAD1724,,1731954,1733843,-,Trans-feruloyl-CoA synthase (EC 6.2.1.34),,,,
ACIAD_RS07955,ACIAD1725,,1733920,1735371,-,Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate; Glycerolipid and Glycerophospholipid Metabolism in Bacteria",Central Metabolism; Central Metabolism; Phospholipids,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Fatty Acids, Lipids, and Isoprenoids",Energy; Energy; Metabolism
ACIAD_RS07960,ACIAD1726,,1735408,1736241,-,Trans-feruloyl-CoA hydratase (EC 4.2.1.101),,,,
ACIAD_RS07965,ACIAD1727,mhpT,1736498,1737730,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS07970,ACIAD1728,,1737794,1738273,+,"Transcriptional regulator, MarR family",,,,
ACIAD_RS07975,ACIAD1729,,1738280,1738897,-,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS07980,ACIAD1730,,1739279,1740241,+,Aldehyde dehydrogenase (EC 1.2.1.3); Metal-dependent hydrolase,"Methylglyoxal Metabolism; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate; Glycerolipid and Glycerophospholipid Metabolism in Bacteria",Central Metabolism; Central Metabolism; Phospholipids,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Fatty Acids, Lipids, and Isoprenoids",Energy; Energy; Metabolism
ACIAD_RS07985,ACIAD1731,,1740301,1741128,+,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS07990,ACIAD1733,,1741220,1742749,+,Cyclohexanone monooxygenase (EC 1.14.13.22); NAD(P)/FAD-dependent oxidoreductase,,,,
ACIAD_RS07995,ACIAD1734,,1742827,1743708,+,O-Methyltransferase involved in polyketide biosynthesis,,,,
ACIAD_RS08000,ACIAD1735,,1743846,1744352,+,hypothetical protein,,,,
